Name,OBJECTID,LEVEL_,DISTRICT,ADDRESS,CITY,ZIP,TYPE,DESCRIPT,SHAPE_Leng,SHAPE_Area,geometry
Matthew Turner Elementary School,67,Primary,Benicia Unified,540 Rose Dr.,Benicia,94510,Regular School,Public,2388.37536398000,348343.88807799999,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.1587,38.084897 -122.159281,38.084396 -122.159335,38.084418 -122.159374,38.084433 -122.15941,38.084447 -122.159448,38.08446 -122.159487,38.084473 -122.159525,38.084485 -122.159696,38.084529 -122.160342,38.084621 -122.160352,38.084669 -122.160395,38.084898 -122.160451,38.085157 -122.160508,38.085451 -122.160549,38.085671 -122.160494,38.085836 -122.16046,38.08593 -122.160855,38.086186 -122.16086,38.086188 -122.160865,38.086191 -122.16087,38.086194 -122.160876,38.086196 -122.160881,38.0862 -122.160886,38.086203 -122.160889,38.086207 -122.160893,38.08621 -122.160896,38.086213 -122.1609,38.086217 -122.160903,38.08622 -122.160907,38.086225 -122.16091,38.08623 -122.160912,38.086233 -122.160914,38.086237 -122.160916,38.08624 -122.160917,38.086243 -122.160919,38.086247 -122.160921,38.08625 -122.160921,38.086254 -122.160923,38.086258 -122.160923,38.086261 -122.160924,38.086265 -122.160924,38.08627 -122.160924,38.086274 -122.160926,38.086278 -122.160924,38.086281 -122.160924,38.086285 -122.160924,38.086289 -122.160924,38.086293 -122.160923,38.086296 -122.160923,38.0863 -122.160921,38.086303 -122.160921,38.086307 -122.160919,38.08631 -122.160917,38.086314 -122.160916,38.086317 -122.160914,38.086321 -122.160911,38.086327 -122.160907,38.086331 -122.160904,38.086337 -122.160898,38.086343 -122.160895,38.086346 -122.160892,38.086349 -122.160888,38.086351 -122.160881,38.086356 -122.160874,38.086361 -122.160867,38.086366 -122.16086,38.086369 -122.160853,38.086372 -122.160846,38.086375 -122.160841,38.086377 -122.160834,38.086379 -122.160829,38.08638 -122.160822,38.086381 -122.160817,38.086382 -122.16081,38.086383 -122.1608,38.086384 -122.160793,38.086384 -122.160786,38.086384 -122.160779,38.086384 -122.160772,38.086383 -122.160765,38.086382 -122.160758,38.086381 -122.160751,38.086379 -122.160115,38.086372 -122.159486,38.086353 -122.159467,38.086352 -122.159448,38.08635 -122.159429,38.086348 -122.159412,38.086346 -122.159392,38.086344 -122.159373,38.086341 -122.159356,38.086339 -122.159337,38.086336 -122.159318,38.086332 -122.1593,38.086328 -122.159283,38.086325 -122.159264,38.086321 -122.159246,38.086316 -122.159227,38.086312 -122.15921,38.086307 -122.159193,38.086302 -122.159175,38.086297 -122.159158,38.086291 -122.15914,38.086285 -122.159123,38.086279 -122.159106,38.086273 -122.15909,38.086266 -122.159073,38.08626 -122.159055,38.086253 -122.15904,38.086245 -122.159024,38.086238 -122.159007,38.08623 -122.158991,38.086222 -122.158975,38.086215 -122.15896,38.086206 -122.158944,38.086198 -122.158928,38.086189 -122.158914,38.08618 -122.158899,38.086171 -122.158885,38.086161 -122.158871,38.086152 -122.158855,38.086142 -122.158841,38.086132 -122.158827,38.086122 -122.158815,38.086112 -122.158801,38.086102 -122.158787,38.086091 -122.158775,38.08608 -122.158763,38.086069 -122.158751,38.086058 -122.158739,38.086046 -122.158726,38.086035 -122.158714,38.086023 -122.158704,38.086011 -122.158692,38.085999 -122.158681,38.085987 -122.158671,38.085975 -122.15866,38.085962 -122.158652,38.08595 -122.158641,38.085937 -122.158632,38.085924 -122.158622,38.085911 -122.158613,38.085898 -122.158605,38.085885 -122.158598,38.085871 -122.158589,38.085858 -122.158582,38.085844 -122.158573,38.085831 -122.158566,38.085817 -122.158559,38.085803 -122.158554,38.085789 -122.158547,38.085775 -122.158542,38.085761 -122.158536,38.085747 -122.158531,38.085732 -122.158526,38.085718 -122.158521,38.085703 -122.158517,38.085689 -122.158514,38.085675 -122.15851,38.08566 -122.158507,38.085645 -122.158503,38.085631 -122.158501,38.085616 -122.158498,38.085601 -122.158496,38.085586 -122.158494,38.085572 -122.158493,38.085557 -122.158493,38.085542 -122.158493,38.085527 -122.158491,38.085512 -122.158491,38.085498 -122.158492,38.085482 -122.158492,38.085468 -122.158492,38.085453 -122.158494,38.085438 -122.158496,38.085423 -122.158498,38.085408 -122.158501,38.085394 -122.158503,38.085379 -122.158506,38.085364 -122.15851,38.08535 -122.158513,38.085335 -122.158516,38.08532 -122.158522,38.085306 -122.158525,38.085292 -122.15853,38.085277 -122.158535,38.085263 -122.158541,38.085249 -122.158546,38.085235 -122.158553,38.08522 -122.15856,38.085206 -122.158567,38.085193 -122.158573,38.085179 -122.15858,38.085165 -122.15876,38.084925 -122.1587,38.084897</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Elmer Cave Elementary School,68,Primary,Vallejo City Unified,770 Tregaskis Ave.,Vallejo,94591,Regular School,Public,1927.91709377000,204963.79603600001,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.222537,38.10868 -122.222296,38.108681 -122.222042,38.10868 -122.222028,38.10868 -122.221597,38.108677 -122.221598,38.108562 -122.221602,38.10841 -122.221602,38.108276 -122.221604,38.108138 -122.221606,38.108001 -122.221606,38.107863 -122.221608,38.107721 -122.221608,38.107585 -122.221609,38.107459 -122.221616,38.107319 -122.221619,38.107207 -122.221786,38.107204 -122.222139,38.107205 -122.222132,38.107016 -122.222448,38.107012 -122.222856,38.107011 -122.222839,38.107501 -122.222831,38.107787 -122.222833,38.107861 -122.22284,38.108269 -122.22284,38.108421 -122.222834,38.108683 -122.222822,38.108683 -122.222773,38.108683 -122.222537,38.10868</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Annie Pennycook Elementary School,69,Primary,Vallejo City Unified,3620 Fernwood Ave.,Vallejo,94591,Regular School,Public,2457.04702273000,374705.03759899997,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.211249,38.099793 -122.211153,38.099793 -122.211045,38.099793 -122.210853,38.099792 -122.21064,38.09979 -122.210453,38.099793 -122.210244,38.099792 -122.210057,38.099792 -122.209847,38.099791 -122.209683,38.099789 -122.209409,38.099788 -122.209413,38.099414 -122.209416,38.099004 -122.209417,38.098458 -122.209417,38.098452 -122.209417,38.098447 -122.209419,38.098441 -122.20942,38.098435 -122.209422,38.098429 -122.209425,38.098424 -122.209427,38.098418 -122.209431,38.098413 -122.209436,38.098408 -122.209439,38.098404 -122.209444,38.098399 -122.20945,38.098395 -122.209453,38.098392 -122.20946,38.098387 -122.209467,38.098384 -122.209474,38.098381 -122.209481,38.098378 -122.209488,38.098376 -122.209495,38.098374 -122.2095,38.098373 -122.209507,38.098372 -122.209514,38.098372 -122.209521,38.098371 -122.209528,38.098371 -122.209535,38.098372 -122.210523,38.09838 -122.211097,38.09838 -122.211852,38.098393 -122.211857,38.098393 -122.211864,38.098394 -122.211871,38.098395 -122.211879,38.098396 -122.211886,38.098398 -122.211893,38.098401 -122.2119,38.098404 -122.211907,38.098407 -122.211914,38.09841 -122.211921,38.098415 -122.211926,38.098419 -122.211932,38.098423 -122.211937,38.098428 -122.21194,38.098433 -122.211946,38.098439 -122.211949,38.098444 -122.211951,38.09845 -122.211954,38.098456 -122.211956,38.098462 -122.211958,38.098467 -122.211958,38.098474 -122.211958,38.098478 -122.21195,38.09923 -122.211944,38.099645 -122.211937,38.099789 -122.21176,38.099794 -122.211651,38.099794 -122.211529,38.099793 -122.211444,38.099796 -122.211358,38.099793 -122.211249,38.099793</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Benicia Middle School,70,Middle,Benicia Unified,1100 Southampton Road,Benicia,94510,Regular School,Public,3729.82431422000,856611.13423700002,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.169901,38.068359 -122.170554,38.067575 -122.170741,38.067367 -122.17116,38.067188 -122.171145,38.066274 -122.172941,38.06665 -122.173278,38.066921 -122.174063,38.067324 -122.173948,38.067567 -122.173917,38.067634 -122.17387,38.067733 -122.173846,38.067784 -122.173821,38.067834 -122.173766,38.067958 -122.173674,38.068185 -122.173646,38.068252 -122.17361,38.068349 -122.173558,38.068491 -122.173474,38.06873 -122.173456,38.068789 -122.173362,38.069038 -122.173326,38.069135 -122.173232,38.069392 -122.173198,38.069485 -122.172576,38.069454 -122.172394,38.069431 -122.172328,38.06942 -122.172262,38.069408 -122.172196,38.069395 -122.17213,38.069381 -122.172066,38.069367 -122.172001,38.069351 -122.171937,38.069335 -122.171873,38.069318 -122.171809,38.069299 -122.171746,38.06928 -122.171568,38.069211 -122.171336,38.069108 -122.171276,38.069083 -122.170957,38.068919 -122.170731,38.068798 -122.170678,38.068764 -122.170064,38.068447 -122.169901,38.068359</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Steffan Manor Elementary School,71,Primary,Vallejo City Unified,815 Cedar Ave.,Vallejo,94592,Regular School,Public,3169.69690617000,338573.78683100000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.224318,38.100044 -122.224359,38.100042 -122.224438,38.100046 -122.224563,38.10006 -122.224689,38.100076 -122.224843,38.100104 -122.225023,38.100147 -122.225283,38.100224 -122.225139,38.100507 -122.225216,38.100533 -122.225285,38.100557 -122.225362,38.100584 -122.225442,38.100614 -122.22545,38.100618 -122.225461,38.100622 -122.22553,38.100647 -122.225605,38.100675 -122.225687,38.100705 -122.225769,38.100734 -122.225856,38.100765 -122.225944,38.100795 -122.22603,38.100824 -122.226113,38.100848 -122.2262,38.100874 -122.226292,38.1009 -122.226363,38.10092 -122.226453,38.100943 -122.226539,38.100964 -122.226617,38.100982 -122.226627,38.100984 -122.226636,38.100986 -122.226725,38.101004 -122.226817,38.101027 -122.226899,38.101042 -122.227001,38.10106 -122.227091,38.101075 -122.227162,38.101085 -122.227252,38.101097 -122.227344,38.101111 -122.227544,38.101138 -122.227643,38.101148 -122.227774,38.101157 -122.227839,38.101161 -122.22803,38.101173 -122.228029,38.101307 -122.228026,38.101442 -122.228023,38.101614 -122.228022,38.101679 -122.227835,38.101669 -122.227677,38.101661 -122.227497,38.101649 -122.227325,38.101634 -122.227146,38.101621 -122.226977,38.101604 -122.2268,38.101591 -122.226626,38.101578 -122.22655,38.101574 -122.226447,38.101565 -122.226282,38.101559 -122.226105,38.101546 -122.225929,38.101533 -122.225754,38.10152 -122.225582,38.101508 -122.225409,38.101495 -122.22524,38.101486 -122.225004,38.101469 -122.224818,38.101454 -122.224646,38.101444 -122.224465,38.101436 -122.224283,38.101422 -122.224113,38.101414 -122.223892,38.101403 -122.223912,38.101355 -122.223955,38.101276 -122.224042,38.101147 -122.224103,38.101042 -122.224161,38.10092 -122.224208,38.100788 -122.224236,38.100676 -122.224254,38.100569 -122.224268,38.100437 -122.224273,38.100163 -122.224274,38.100096 -122.224277,38.100074 -122.224282,38.100062 -122.224297,38.100051 -122.224318,38.100044</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Joe Henderson Elementary School,72,Primary,Benicia Unified,650 Hastings Dr.,Benicia,94510,Regular School,Public,2936.18169124000,556551.75861699996,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.16858,38.082837 -122.168122,38.082097 -122.168079,38.081775 -122.168216,38.081782 -122.168263,38.081768 -122.168456,38.081691 -122.168786,38.081587 -122.168831,38.081574 -122.169259,38.081467 -122.169634,38.081378 -122.169743,38.081323 -122.1699,38.081264 -122.169907,38.081262 -122.170197,38.081107 -122.170257,38.081176 -122.170292,38.081216 -122.170367,38.081231 -122.17075,38.081314 -122.17101,38.081361 -122.171189,38.081398 -122.171434,38.081451 -122.171109,38.082492 -122.171033,38.082704 -122.171022,38.082736 -122.171008,38.082772 -122.170995,38.082808 -122.170979,38.08285 -122.170957,38.082899 -122.170909,38.083004 -122.170821,38.083161 -122.170798,38.083194 -122.170753,38.083259 -122.170729,38.083291 -122.170703,38.083323 -122.170675,38.083355 -122.170649,38.083386 -122.170622,38.083417 -122.170592,38.083447 -122.170563,38.083477 -122.170546,38.083501 -122.170517,38.08353 -122.170485,38.083559 -122.170452,38.083588 -122.170399,38.083642 -122.16914,38.083182 -122.16858,38.082837</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Beverly Hills Elementary School,73,Primary,Vallejo City Unified,1450 Coronel Ave.,Vallejo,94591,Regular School,Public,1959.47771230000,240172.43799599999,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.223087,38.086451 -122.223334,38.086413 -122.223514,38.0864 -122.223691,38.086403 -122.223886,38.086404 -122.224085,38.086405 -122.224268,38.086412 -122.224466,38.086415 -122.224692,38.086416 -122.224686,38.088023 -122.224684,38.088027 -122.224684,38.088031 -122.224683,38.088035 -122.224681,38.088038 -122.224679,38.088042 -122.224677,38.088046 -122.224674,38.088051 -122.224672,38.088055 -122.22467,38.088058 -122.224665,38.088065 -122.224662,38.088068 -122.224657,38.088074 -122.224653,38.088077 -122.22465,38.08808 -122.224646,38.088083 -122.224643,38.088086 -122.224636,38.08809 -122.224631,38.088093 -122.224624,38.088097 -122.224615,38.088101 -122.224606,38.088105 -122.224599,38.088107 -122.224594,38.088109 -122.224587,38.08811 -122.224582,38.088111 -122.224575,38.088113 -122.224566,38.088114 -122.224558,38.088115 -122.224551,38.088115 -122.224546,38.088115 -122.224539,38.088115 -122.224497,38.088102 -122.223461,38.087808 -122.223456,38.087807 -122.22345,38.087805 -122.223442,38.087802 -122.223433,38.087799 -122.223424,38.087795 -122.223416,38.087792 -122.223407,38.087788 -122.223398,38.087784 -122.223391,38.087779 -122.223383,38.087775 -122.223376,38.08777 -122.223369,38.087765 -122.223363,38.087762 -122.22336,38.08776 -122.223357,38.087757 -122.223353,38.087754 -122.22335,38.087751 -122.223344,38.087745 -122.223341,38.087743 -122.223337,38.08774 -122.223334,38.087737 -122.22333,38.087733 -122.223325,38.087727 -122.223322,38.087724 -122.22332,38.087721 -122.223316,38.087718 -122.223315,38.087714 -122.223311,38.087711 -122.223309,38.087708 -122.223308,38.087704 -122.223304,38.087701 -122.223302,38.087697 -122.223301,38.087694 -122.223299,38.08769 -122.223297,38.087687 -122.223294,38.087683 -122.223292,38.08768 -122.22329,38.087676 -122.223289,38.087672 -122.223287,38.087669 -122.223287,38.087665 -122.223285,38.087661 -122.223283,38.087658 -122.223282,38.087654 -122.223281,38.08765 -122.22328,38.087646 -122.223278,38.087643 -122.223278,38.087635 -122.223193,38.087139 -122.223087,38.086451</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Glen Cove Elementary School,74,Primary,Vallejo City Unified,501 Glen Cove Parkway,Vallejo,94591,Regular School,Public,2696.54333871000,461495.31515600003,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.206849,38.074493 -122.206844,38.074214 -122.206948,38.074217 -122.207151,38.074229 -122.207415,38.074326 -122.207858,38.074237 -122.208206,38.073995 -122.208399,38.073939 -122.208501,38.073916 -122.208807,38.073863 -122.208826,38.073868 -122.209253,38.074007 -122.209461,38.074409 -122.209822,38.075518 -122.209871,38.075567 -122.209755,38.075654 -122.209713,38.075725 -122.209728,38.075801 -122.209683,38.075825 -122.209707,38.075881 -122.209632,38.075894 -122.20896,38.075989 -122.208787,38.075955 -122.208336,38.075866 -122.208216,38.075836 -122.208134,38.07581 -122.208047,38.075781 -122.20797,38.075753 -122.207836,38.075697 -122.207719,38.075636 -122.207591,38.075562 -122.207514,38.075511 -122.207437,38.075453 -122.207344,38.075376 -122.207229,38.075259 -122.207134,38.075147 -122.207089,38.07508 -122.207032,38.075 -122.206979,38.074895 -122.206923,38.074764 -122.206895,38.074677 -122.206849,38.074493</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Benicia High School,75,High,Benicia Unified,1101 Military West,Benicia,94510,Regular School,Public,7067.56090311000,1827806.45491999990,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.170556,38.065442 -122.170626,38.065408 -122.170683,38.065367 -122.170725,38.065306 -122.170762,38.065233 -122.170762,38.065124 -122.170735,38.065015 -122.170678,38.064922 -122.170487,38.064744 -122.170351,38.064612 -122.170432,38.064382 -122.17049,38.064155 -122.170479,38.064058 -122.170409,38.063925 -122.17022,38.063766 -122.170055,38.063643 -122.169917,38.063522 -122.169818,38.063384 -122.169733,38.063249 -122.169638,38.063052 -122.169584,38.062996 -122.169608,38.062964 -122.169659,38.06287 -122.169679,38.062826 -122.169696,38.062779 -122.169707,38.06273 -122.169712,38.062664 -122.169709,38.062609 -122.169695,38.06252 -122.16968,38.062455 -122.169659,38.062407 -122.169644,38.062378 -122.169641,38.062367 -122.169697,38.062323 -122.169696,38.062396 -122.169709,38.062469 -122.16982,38.062809 -122.16977,38.062817 -122.169892,38.063137 -122.169977,38.063264 -122.170006,38.063263 -122.170052,38.063337 -122.170134,38.063301 -122.170226,38.06323 -122.170281,38.063191 -122.170318,38.063176 -122.170355,38.063171 -122.170394,38.063171 -122.17043,38.063175 -122.17047,38.063187 -122.170488,38.063195 -122.170516,38.063217 -122.170553,38.063244 -122.170602,38.063272 -122.170627,38.06328 -122.170655,38.063284 -122.170676,38.063284 -122.170691,38.063283 -122.170715,38.063277 -122.171315,38.063033 -122.171332,38.063023 -122.17135,38.06301 -122.171363,38.062992 -122.171442,38.062885 -122.171968,38.062127 -122.172492,38.062385 -122.172724,38.062545 -122.17299,38.062698 -122.173325,38.062887 -122.173572,38.063031 -122.173574,38.063033 -122.173576,38.063035 -122.173578,38.063037 -122.17358,38.06304 -122.173582,38.063042 -122.173584,38.063045 -122.173586,38.063047 -122.173587,38.06305 -122.173589,38.063052 -122.17359,38.063055 -122.173591,38.063057 -122.173592,38.06306 -122.173593,38.063063 -122.173594,38.063065 -122.173595,38.063068 -122.173596,38.063071 -122.173596,38.063074 -122.173597,38.063076 -122.173597,38.063079 -122.173597,38.063082 -122.173597,38.063085 -122.173597,38.063088 -122.173597,38.06309 -122.173597,38.063093 -122.173596,38.063096 -122.173595,38.063099 -122.173595,38.063101 -122.173594,38.063104 -122.173593,38.063107 -122.173592,38.06311 -122.173591,38.063112 -122.17359,38.063115 -122.173588,38.063117 -122.173587,38.06312 -122.173585,38.063122 -122.173583,38.063125 -122.173582,38.063127 -122.17358,38.06313 -122.173578,38.063132 -122.173575,38.063134 -122.173573,38.063136 -122.173571,38.063139 -122.173568,38.063141 -122.173566,38.063143 -122.173563,38.063144 -122.173368,38.063427 -122.17356,38.063522 -122.174527,38.064072 -122.174831,38.064234 -122.174833,38.064235 -122.174835,38.064236 -122.174838,38.064238 -122.17484,38.064239 -122.174842,38.064241 -122.174844,38.064242 -122.174845,38.064244 -122.174847,38.064246 -122.174849,38.064247 -122.17485,38.064249 -122.174852,38.064251 -122.174853,38.064253 -122.174855,38.064255 -122.174856,38.064256 -122.174857,38.064258 -122.174858,38.06426 -122.17486,38.064262 -122.17486,38.064264 -122.174861,38.064266 -122.174862,38.064268 -122.174863,38.064271 -122.174863,38.064273 -122.174864,38.064275 -122.174864,38.064277 -122.174865,38.064279 -122.174865,38.064281 -122.174865,38.064283 -122.174865,38.064286 -122.174865,38.064288 -122.174865,38.06429 -122.174865,38.064292 -122.174864,38.064294 -122.174864,38.064296 -122.174865,38.064298 -122.174865,38.0643 -122.174865,38.064302 -122.174865,38.064304 -122.174866,38.064306 -122.174866,38.064308 -122.174867,38.06431 -122.174868,38.064313 -122.174869,38.064316 -122.174871,38.064319 -122.174872,38.064322 -122.174874,38.064324 -122.174875,38.064327 -122.174877,38.06433 -122.174879,38.064333 -122.174881,38.064335 -122.174883,38.064338 -122.174886,38.06434 -122.174888,38.064343 -122.174891,38.064345 -122.174893,38.064348 -122.174896,38.06435 -122.174899,38.064352 -122.174901,38.064354 -122.174904,38.064356 -122.174908,38.064358 -122.174911,38.06436 -122.174914,38.064362 -122.174917,38.064364 -122.17492,38.064365 -122.174923,38.064366 -122.174926,38.064368 -122.17493,38.064369 -122.174933,38.06437 -122.174936,38.064371 -122.174939,38.064372 -122.174943,38.064373 -122.174946,38.064374 -122.17495,38.064374 -122.174953,38.064375 -122.174957,38.064375 -122.17496,38.064376 -122.174964,38.064376 -122.174967,38.064376 -122.174971,38.064376 -122.174974,38.064376 -122.174978,38.064376 -122.174981,38.064376 -122.174985,38.064375 -122.174988,38.064375 -122.174992,38.064374 -122.174995,38.064374 -122.174999,38.064373 -122.175002,38.064372 -122.175005,38.064371 -122.175009,38.06437 -122.175012,38.064369 -122.175015,38.064368 -122.175018,38.064367 -122.175021,38.064366 -122.175024,38.064364 -122.175027,38.064363 -122.17503,38.064361 -122.175033,38.064359 -122.175036,38.064358 -122.175039,38.064356 -122.175041,38.064354 -122.175044,38.064352 -122.175046,38.06435 -122.175049,38.064348 -122.175051,38.064346 -122.175053,38.064343 -122.175055,38.064341 -122.175057,38.064339 -122.175059,38.064336 -122.175061,38.064334 -122.175062,38.064332 -122.175064,38.064329 -122.175065,38.064326 -122.175066,38.064324 -122.175068,38.064321 -122.175069,38.064319 -122.17507,38.064316 -122.17507,38.064313 -122.175071,38.06431 -122.175072,38.064308 -122.175072,38.064305 -122.175072,38.064302 -122.175073,38.064299 -122.175073,38.064295 -122.175073,38.064291 -122.175073,38.064287 -122.175072,38.064283 -122.175072,38.064279 -122.175071,38.064275 -122.17507,38.064271 -122.175069,38.064267 -122.175068,38.064263 -122.175066,38.064259 -122.175065,38.064255 -122.175063,38.064252 -122.175061,38.064248 -122.175059,38.064244 -122.175057,38.06424 -122.175054,38.064237 -122.175052,38.064233 -122.175049,38.06423 -122.175046,38.064226 -122.175043,38.064223 -122.17504,38.06422 -122.175037,38.064217 -122.175034,38.064214 -122.17503,38.064211 -122.175273,38.06402 -122.175623,38.064206 -122.175919,38.064379 -122.176253,38.064574 -122.17658,38.064762 -122.177226,38.065132 -122.177236,38.065142 -122.177249,38.065158 -122.177252,38.065168 -122.177254,38.065178 -122.177252,38.065193 -122.177251,38.065199 -122.177244,38.065218 -122.177064,38.065473 -122.177,38.065551 -122.176937,38.06561 -122.176714,38.065826 -122.176638,38.065943 -122.176507,38.066112 -122.176396,38.066258 -122.176226,38.066494 -122.176027,38.06678 -122.175619,38.066682 -122.17447,38.066417 -122.173779,38.066369 -122.172649,38.066111 -122.171836,38.065723 -122.171245,38.06562 -122.170853,38.065521 -122.170556,38.065442</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Cooper Elementary School,76,Primary,Vacaville Unified,750 Christine Dr.,Vacaville,95687,Regular School,Public,2266.05322111000,323914.73969900003,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.943447,38.357695 -121.943477,38.357371 -121.943494,38.35726 -121.943516,38.357176 -121.943552,38.357076 -121.943598,38.356967 -121.94365,38.356862 -121.943751,38.356709 -121.943813,38.356631 -121.943891,38.356549 -121.943993,38.356444 -121.944086,38.356371 -121.944179,38.356302 -121.944286,38.356229 -121.944585,38.356081 -121.945311,38.35579 -121.946099,38.357037 -121.945867,38.357139 -121.945681,38.357212 -121.945481,38.357297 -121.94526,38.357389 -121.945039,38.357465 -121.944832,38.357548 -121.944623,38.357613 -121.944428,38.357662 -121.944177,38.357702 -121.943949,38.357726 -121.943721,38.357731 -121.943447,38.357695</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Vaca Pena Middle School,77,Middle,Vacaville Unified,200 Keith Way,Vacaville,95687,Regular School,Public,3695.15145119000,890765.56244100002,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.949016,38.349073 -121.949124,38.348838 -121.949133,38.348641 -121.949181,38.348476 -121.949237,38.348317 -121.949291,38.348153 -121.94934,38.34798 -121.949379,38.347842 -121.949428,38.347625 -121.949449,38.347616 -121.949629,38.347447 -121.949713,38.347393 -121.953076,38.347883 -121.953084,38.348373 -121.953061,38.349044 -121.953016,38.349664 -121.953014,38.34967 -121.953012,38.349932 -121.953012,38.349938 -121.953009,38.350077 -121.953009,38.350083 -121.953008,38.350089 -121.953008,38.350094 -121.953006,38.3501 -121.953002,38.350106 -121.952999,38.350112 -121.952996,38.350117 -121.952992,38.350122 -121.952989,38.350127 -121.952983,38.350131 -121.952978,38.350136 -121.952973,38.350139 -121.952968,38.350143 -121.952961,38.350147 -121.952954,38.35015 -121.952947,38.350153 -121.95294,38.350155 -121.952933,38.350157 -121.952926,38.350158 -121.952919,38.350159 -121.952912,38.35016 -121.952905,38.35016 -121.952669,38.350166 -121.952525,38.350165 -121.952449,38.350164 -121.952369,38.350159 -121.952265,38.350149 -121.952187,38.350145 -121.952062,38.350134 -121.951985,38.350128 -121.951868,38.350114 -121.951794,38.350103 -121.951718,38.350094 -121.951612,38.350072 -121.951537,38.350058 -121.951462,38.350044 -121.951389,38.350026 -121.951313,38.350009 -121.951227,38.349988 -121.95117,38.349975 -121.951097,38.349955 -121.951018,38.349931 -121.950962,38.349915 -121.95089,38.349892 -121.950812,38.349865 -121.95075,38.349845 -121.950656,38.34981 -121.950576,38.349781 -121.950508,38.349755 -121.950477,38.349745 -121.950419,38.349717 -121.95037,38.349696 -121.950303,38.349664 -121.950084,38.349566 -121.949016,38.349073</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Mary Farmar Elementary School,78,Primary,Benicia Unified,901 Military West,Benicia,94510,Regular School,Public,2251.93680933000,306100.75298300001,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.169697,38.062323 -122.169763,38.061948 -122.17038,38.061195 -122.17055,38.06132 -122.171006,38.061735 -122.171968,38.062127 -122.171442,38.062885 -122.171363,38.062992 -122.17135,38.06301 -122.171332,38.063023 -122.171315,38.063033 -122.170715,38.063277 -122.170691,38.063283 -122.170676,38.063284 -122.170655,38.063284 -122.170627,38.06328 -122.170602,38.063272 -122.170553,38.063244 -122.170516,38.063217 -122.170488,38.063195 -122.17047,38.063187 -122.17043,38.063175 -122.170394,38.063171 -122.170355,38.063171 -122.170318,38.063176 -122.170281,38.063191 -122.170226,38.06323 -122.170134,38.063301 -122.170052,38.063337 -122.170006,38.063263 -122.169977,38.063264 -122.169892,38.063137 -122.16977,38.062817 -122.16982,38.062809 -122.169709,38.062469 -122.169696,38.062396 -122.169697,38.062323</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Browns Valley Elementary School,79,Primary,Vacaville Unified,333 Wrentham Dr.,Vacaville,95688,Regular School,Public,2378.60999555000,371954.04811700003,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.982443,38.383666 -121.982215,38.383645 -121.981958,38.38362 -121.981722,38.383569 -121.98149,38.38352 -121.981407,38.3835 -121.981203,38.383458 -121.981066,38.38345 -121.980985,38.383448 -121.980943,38.383278 -121.980904,38.383097 -121.98092,38.382919 -121.980972,38.382773 -121.980991,38.382588 -121.981056,38.382407 -121.981104,38.382369 -121.98177,38.38185 -121.982546,38.382126 -121.98297,38.382149 -121.98319,38.38209 -121.983205,38.382142 -121.983254,38.382326 -121.983281,38.382442 -121.983304,38.382566 -121.983319,38.382658 -121.983331,38.382768 -121.983347,38.382947 -121.983397,38.383443 -121.983413,38.383632 -121.983162,38.383646 -121.982923,38.38366 -121.982686,38.383675 -121.982443,38.383666</coordinates></LinearRing></outerBoundaryIs></Polygon>"
